provider,model,chunk_size,mode,reranker_model,k_retrieve,k_rerank,question_id,question,doc_name,evidence_pages,initial_mrr_k_retrieve,initial_recall_k_retrieve,initial_precision_k_retrieve,initial_f1_k_retrieve,initial_mrr_k_rerank,initial_recall_k_rerank,initial_precision_k_rerank,initial_f1_k_rerank,reranked_mrr,reranked_recall,reranked_precision,reranked_f1,mrr_improvement,recall_improvement,precision_improvement,f1_improvement
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,71,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 year average unadjusted operating income % margin for Corning? Answer in units of percents and round to one decimal place.",CORNING_2021_10K,[64],0.1,1.0,0.0125,0.0247,0.1,1.0,0.05,0.0952,0.1429,1.0,0.05,0.0952,0.042899999999999994,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,72,How much has the effective tax rate of Corning changed between FY2021 and FY2022?,CORNING_2022_10K,[23],0.0476,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.1,1.0,0.05,0.0952,0.1,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,73,"Does Corning have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",CORNING_2022_10K,[59],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,74,"Using only the information within the balance sheet, how much total assets did Costco have at the end of FY2021? Answer in USD millions.",COSTCO_2021_10K,[37],1.0,1.0,0.0375,0.0723,1.0,1.0,0.15,0.2609,1.0,1.0,0.15,0.2609,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,75,What is the FY2018 fixed asset turnover ratio for CVS Health? Fixed asset turnover ratio is defined as: FY2018 revenue / (average PP&E between FY2017 and FY2018). Round your answer to two decimal places. Calculate what was asked by utilizing the line items clearly shown in the P&L statement and the balance sheet.,CVSHEALTH_2018_10K,"[301, 303]",0.3333,0.5,0.0125,0.0244,0.3333,0.5,0.05,0.0909,0.0667,0.5,0.05,0.0909,-0.2666,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,76,Is CVS Health a capital-intensive business based on FY2022 data?,CVSHEALTH_2022_10K,"[107, 109]",0.0909,0.5,0.0125,0.0244,0.0909,0.5,0.05,0.0909,0.0,0.0,0.0,0.0,-0.0909,-0.5,-0.05,-0.0909
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,77,"Has CVS Health reported any materially important ongoing legal battles from 2022, 2021 and 2020?",CVSHEALTH_2022_10K,"[172, 172, 173]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,78,Has CVS Health paid dividends to common shareholders in Q2 of FY2022?,CVSHEALTH_2022_10K,[67],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,79,Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,FOOTLOCKER_2022_8K_dated_2022-08-19,[1],0.25,1.0,0.0125,0.0247,0.25,1.0,0.05,0.0952,0.1667,1.0,0.05,0.0952,-0.08330000000000001,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,80,Were there any board member nominees who had substantially more votes against joining than the other nominees?,FOOTLOCKER_2022_8K_dated-2022-05-20,[1],0.5,1.0,0.0125,0.0247,0.5,1.0,0.05,0.0952,0.1667,1.0,0.05,0.0952,-0.33330000000000004,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,81,What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO. DIO is defined as: 365 * (average inventory between FY2018 and FY2019) / (FY2019 COGS). DSO is defined as: 365 * (average accounts receivable between FY2018 and FY2019) / (FY2019 Revenue). DPO is defined as: 365 * (average accounts payable between FY2018 and FY2019) / (FY2019 COGS + change in inventory between FY2018 and FY2019). Round your answer to two decimal places. Address the question by using the line items and information shown within the income statement and the balance sheet.,GENERALMILLS_2019_10K,"[52, 54]",0.1111,1.0,0.0375,0.0723,0.1111,1.0,0.15,0.2609,0.5,1.0,0.15,0.2609,0.3889,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,82,"By drawing conclusions from the information stated only in the statement of financial position, what is General Mills's FY2020 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",GENERALMILLS_2020_10K,[49],0.25,1.0,0.0125,0.0247,0.25,1.0,0.05,0.0952,0.0769,1.0,0.05,0.0952,-0.1731,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,83,"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",GENERALMILLS_2020_10K,[51],0.0714,1.0,0.025,0.0488,0.0714,1.0,0.05,0.0952,0.0769,1.0,0.05,0.0952,0.005499999999999991,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,84,We want to calculate a financial metric. Please help us compute it by basing your answers off of the cash flow statement and the income statement. Here's the question: what is the FY2022 retention ratio (using total cash dividends paid and net income attributable to shareholders) for General Mills? Round answer to two decimal places.,GENERALMILLS_2022_10K,"[44, 48]",0.5,1.0,0.0125,0.0247,0.5,1.0,0.05,0.0952,0.0,0.0,0.0,0.0,-0.5,-1.0,-0.05,-0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,85,Are JnJ's FY2022 financials that of a high growth company?,JOHNSON_JOHNSON_2022_10K,[27],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,86,"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.",JOHNSON_JOHNSON_2022_10K,[33],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,87,Roughly how many times has JnJ sold its inventory in FY2022? Calculate inventory turnover ratio for FY2022; if conventional inventory management is not meaningful for the company then state that and explain why.,JOHNSON_JOHNSON_2022_10K,"[45, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,88,Is growth in JnJ's adjusted EPS expected to accelerate in FY2023?,JOHNSON_JOHNSON_2022Q4_EARNINGS,[0],0.25,1.0,0.0125,0.0247,0.25,1.0,0.05,0.0952,0.3333,1.0,0.05,0.0952,0.08329999999999999,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,89,How did JnJ's US sales growth compare to international sales growth in FY2022?,JOHNSON_JOHNSON_2022Q4_EARNINGS,[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,90,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?",JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,91,"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,[3],0.0714,1.0,0.0125,0.0247,0.0714,1.0,0.05,0.0952,0.25,1.0,0.05,0.0952,0.17859999999999998,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,92,"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,[3],0.1429,1.0,0.0125,0.0247,0.1429,1.0,0.05,0.0952,0.5,1.0,0.05,0.0952,0.3571,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,93,Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,JOHNSON_JOHNSON_2023Q2_EARNINGS,[9],0.1,1.0,0.025,0.0488,0.1,1.0,0.1,0.1818,1.0,1.0,0.1,0.1818,0.9,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,94,Which of JPM's business segments had the lowest net revenue in 2021 Q1?,JPMORGAN_2021Q1_10Q,[18],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,95,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",JPMORGAN_2021Q1_10Q,[5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,96,"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",JPMORGAN_2022_10K,[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,97,"In 2022 Q2, which of JPM's business segments had the highest net income?",JPMORGAN_2022Q2_10Q,[20],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,98,"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",JPMORGAN_2023Q2_10Q,[84],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,99,What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY2019 COGS) / (average inventory between FY2018 and FY2019). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the balance sheet and the P&L statement.,KRAFTHEINZ_2019_10K,"[49, 51]",1.0,1.0,0.1125,0.2022,1.0,1.0,0.45,0.6207,1.0,1.0,0.45,0.6207,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,100,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the balance sheet and the P&L statement, what is Lockheed Martin's FY2020 asset turnover ratio? Asset turnover ratio is defined as: FY2020 revenue / (average total assets between FY2019 and FY2020). Round your answer to two decimal places.",LOCKHEEDMARTIN_2020_10K,"[66, 68]",0.1,1.0,0.0125,0.0247,0.1,1.0,0.05,0.0952,0.0,0.0,0.0,0.0,-0.1,-1.0,-0.05,-0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,101,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,LOCKHEEDMARTIN_2021_10K,[67],0.1429,1.0,0.05,0.0952,0.1429,1.0,0.1,0.1818,0.5,1.0,0.2,0.3333,0.3571,0.0,0.1,0.1515
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,102,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,LOCKHEEDMARTIN_2022_10K,[62],1.0,1.0,0.05,0.0952,1.0,1.0,0.2,0.3333,0.3333,1.0,0.2,0.3333,-0.6667000000000001,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,103,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",MGMRESORTS_2018_10K,[56],1.0,1.0,0.0125,0.0247,1.0,1.0,0.05,0.0952,0.2,1.0,0.05,0.0952,-0.8,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,104,What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in units of percents and round to one decimal place. Please utilize information provided primarily within the statement of cash flows and the statement of income.,MGMRESORTS_2020_10K,"[64, 66]",0.5,1.0,0.05,0.0952,0.5,1.0,0.15,0.2609,0.0909,0.5,0.05,0.0909,-0.4091,-0.5,-0.09999999999999999,-0.17000000000000004
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,105,Has MGM Resorts paid dividends to common shareholders in FY2022?,MGMRESORTS_2022_10K,[31],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,106,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,MGMRESORTS_2022Q4_EARNINGS,[12],0.0213,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0556,1.0,0.05,0.0952,0.0556,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,107,What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,MGMRESORTS_2022Q4_EARNINGS,[13],0.0357,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.125,1.0,0.05,0.0952,0.125,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,108,Which region had the worst topline performance for MGM during FY2022?,MGMRESORTS_2022Q4_EARNINGS,"[2, 3, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,109,Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,MGMRESORTS_2023Q2_10Q,[10],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,110,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,MICROSOFT_2016_10K,[51],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,111,Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,MICROSOFT_2023_10K,[59],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,112,We want to calculate a financial metric. Please help us compute it by basing your answers off of the statement of income and the statement of cash flows. Here's the question: what is the FY2015 unadjusted EBITDA % margin for Netflix? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement).,NETFLIX_2015_10K,"[39, 41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,113,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,NETFLIX_2017_10K,[44],1.0,1.0,0.025,0.0488,1.0,1.0,0.1,0.1818,1.0,1.0,0.1,0.1818,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,114,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",NIKE_2018_10K,[45],0.0238,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,115,"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",NIKE_2019_10K,[53],0.25,1.0,0.025,0.0488,0.25,1.0,0.05,0.0952,0.3333,1.0,0.1,0.1818,0.08329999999999999,0.0,0.05,0.08659999999999998
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,116,"When primarily referencing the income statement and the statement of financial position, what is the FY2021 inventory turnover ratio for Nike? Inventory turnover ratio is defined as: (FY2021 COGS) / (average inventory between FY2020 and FY2021). Round your answer to two decimal places.",NIKE_2021_10K,"[58, 60]",0.0667,1.0,0.0375,0.0723,0.0667,1.0,0.1,0.1818,0.0,0.0,0.0,0.0,-0.0667,-1.0,-0.1,-0.1818
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,117,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?",NIKE_2023_10K,[61],1.0,1.0,0.0375,0.0723,1.0,1.0,0.05,0.0952,0.2,1.0,0.1,0.1818,-0.8,0.0,0.05,0.08659999999999998
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,118,"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",PAYPAL_2022_10K,[60],0.0909,1.0,0.0375,0.0723,0.0909,1.0,0.05,0.0952,0.05,1.0,0.05,0.0952,-0.04089999999999999,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,119,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,PEPSICO_2021_10K,[62],0.25,1.0,0.0125,0.0247,0.25,1.0,0.05,0.0952,0.0769,1.0,0.05,0.0952,-0.1731,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,120,What are the geographies that Pepsico primarily operates in as of FY2022?,PEPSICO_2022_10K,"[3, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,121,Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,PEPSICO_2022_10K,[25],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,122,What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,PEPSICO_2022_10K,[77],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,123,What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows and the income statement.,PEPSICO_2022_10K,"[61, 63]",0.0909,1.0,0.0375,0.0723,0.0909,1.0,0.05,0.0952,0.0714,0.5,0.05,0.0909,-0.01949999999999999,-0.5,0.0,-0.004300000000000012
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,124,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement). Give a response to the question by relying on the details shown in the statement of cash flows and the P&L statement.,PEPSICO_2022_10K,"[61, 63]",0.0625,1.0,0.0375,0.0723,0.0625,1.0,0.05,0.0952,0.0556,0.5,0.05,0.0909,-0.006900000000000003,-0.5,0.0,-0.004300000000000012
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,125,"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",PEPSICO_2023_8K_dated-2023-05-05,[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,126,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?",PEPSICO_2023_8K_dated-2023-05-30,[1],1.0,1.0,0.0375,0.0723,1.0,1.0,0.15,0.2609,1.0,1.0,0.15,0.2609,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,127,"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?",PEPSICO_2023_8K_dated-2023-05-30,[1],1.0,1.0,0.0375,0.0723,1.0,1.0,0.15,0.2609,1.0,1.0,0.15,0.2609,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,128,"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",PEPSICO_2023Q1_EARNINGS,[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,129,"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",PEPSICO_2023Q1_EARNINGS,[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,130,Did Pfizer grow its PPNE between FY20 and FY21?,PFIZER_2021_10K,[58],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,131,Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,PFIZER_2021_10K,[56],1.0,1.0,0.0125,0.0247,1.0,1.0,0.05,0.0952,0.0625,1.0,0.05,0.0952,-0.9375,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,132,What are three main companies acquired by Pfizer mentioned in this 10K report?,PFIZER_2021_10K,"[69, 70]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,133,How much does Pfizer expect to pay to spin off Upjohn in the future in USD million?,Pfizer_2023Q2_10Q,[40],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,134,"For Pfizer, which geographic region had the biggest drop in Q22023 year over year revenues (on a percentage basis)?",Pfizer_2023Q2_10Q,[37],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,135,"As of Q2'2023, is Pfizer spinning off any large business segments?",Pfizer_2023Q2_10Q,[40],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,136,Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,ULTABEAUTY_2023_10K,[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,137,What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,ULTABEAUTY_2023_10K,[56],0.0526,1.0,0.025,0.0488,0.0526,1.0,0.05,0.0952,0.0769,1.0,0.1,0.1818,0.024299999999999995,0.0,0.05,0.08659999999999998
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,138,What drove the reduction in SG&A expense as a percent of net sales in FY2023?,ULTABEAUTY_2023Q4_EARNINGS,[1],0.0417,1.0,0.0125,0.0247,0.0,0.0,0.0,0.0,0.0714,1.0,0.05,0.0952,0.0714,1.0,0.05,0.0952
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,139,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,ULTABEAUTY_2023Q4_EARNINGS,[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ollama,nomic-embed-text,512,global,cross-encoder/ms-marco-MiniLM-L-12-v2,80,20,140,What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,ULTABEAUTY_2023Q4_EARNINGS,[2],0.0139,0.5,0.0125,0.0244,0.0,0.0,0.0,0.0,0.0667,0.5,0.05,0.0909,0.0667,0.5,0.05,0.0909
