financebench_id,mode,question_type,provider,model,temperature,template_alias,question,gold_answer,generated_answer,refusal_detected,refusal_confidence,llm_graded_score,llm_graded_facts_present,llm_graded_facts_missing,nem_match,nem_gold_num,nem_gen_num,nem_relative_error,nem_error_category,llm_binary_match,llm_binary_gold_num,llm_binary_gen_num,llm_binary_relative_error,llm_binary_error_category,token_f1,token_precision,token_recall,token_gold_count,token_gen_count,token_common_count
financebench_id_03849,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in uni...,7.9%,10.0%,False,1.0,,,,False,7.9,10.0,26.58227848101265,out_of_tolerance,False,7.9,10.0,26.58227848101265,out_of_tolerance,,,,,,
financebench_id_04700,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to th...,$32780.00,"$25,000 million",False,1.0,,,,False,32780.0,25000.0,23.733984136668703,out_of_tolerance,False,32780.0,25000.0,23.733984136668703,out_of_tolerance,,,,,,
financebench_id_04458,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We want to calculate a financial metric. Please help us compute it by basing your answers off of the...,5.4%,22.09%,False,1.0,,,,False,5.4,22.09,309.074074074074,out_of_tolerance,False,5.4,22.09,309.074074074074,out_of_tolerance,,,,,,
financebench_id_03282,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments o...,$5466.00,"$4,200 million",False,1.0,,,,False,5466.0,4200.0,23.161361141602637,out_of_tolerance,False,5466.0,4200.0,23.161361141602637,out_of_tolerance,,,,,,
financebench_id_04302,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,We need to calculate a reasonable approximation (or exact number if possible) of a financial metric....,55.1%,39.8%,False,1.0,,,,False,55.1,39.8,27.767695099818518,out_of_tolerance,False,55.1,39.8,27.767695099818518,out_of_tolerance,,,,,,
financebench_id_03531,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"According to the details clearly outlined within the balance sheet, how much total current assets di...",$16525.00,"$6,700 million",False,1.0,,,,False,16525.0,6700.0,59.4553706505295,out_of_tolerance,False,16525.0,6700.0,59.4553706505295,out_of_tolerance,,,,,,
financebench_id_04080,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"When primarily referencing the income statement and the statement of financial position, what is the...",3.46,4.00,False,1.0,,,,False,3.46,4.0,15.606936416184972,out_of_tolerance,False,3.46,4.0,15.606936416184972,out_of_tolerance,,,,,,
financebench_id_04980,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question...,$4.60,$4.2 billion,False,1.0,,,,False,4.6,4.2,8.695652173913032,out_of_tolerance,False,4.6,4.2,8.695652173913032,out_of_tolerance,,,,,,
financebench_id_03620,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted ...,$9068.00,"$10,500 million",False,1.0,,,,False,9068.0,10500.0,15.791795324217025,out_of_tolerance,False,9068.0,10500.0,15.791795324217025,out_of_tolerance,,,,,,
financebench_id_04481,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjus...,16.5%,16.25%,False,1.0,,,,True,16.5,16.25,1.5151515151515151,within_tolerance,True,16.5,16.25,1.5151515151515151,within_tolerance,,,,,,
financebench_id_06247,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average account...,42.69,DPO calculation requires specific financial data.,False,1.0,,,,False,42.69,,,refusal,False,42.69,,,refusal,,,,,,
financebench_id_04784,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 ...",0.2%,0.3%,False,1.0,,,,False,0.2,0.3,49.999999999999986,out_of_tolerance,False,0.2,0.3,49.999999999999986,out_of_tolerance,,,,,,
financebench_id_06741,closed_book,metrics-generated,openai,gpt-4o-mini,0.0,metrics_closed_basic,What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted...,6.2%,6.5%,False,1.0,,,,True,6.2,6.5,4.838709677419352,within_tolerance,True,6.2,6.5,4.838709677419352,within_tolerance,,,,,,
financebench_id_03029,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2018 capital expenditure amount (in USD millions) for 3M? Give a response to the quest...,$1577.00,"$1,603 million",False,1.0,,,,True,1577.0,1603.0,1.6487000634115407,within_tolerance,True,1577.0,1603.0,1.6487000634115407,within_tolerance,,,,,,
financebench_id_04672,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,Assume that you are a public equities analyst. Answer the following question by primarily using info...,$8.70,$8.8 billion,False,1.0,,,,True,8.7,8.8,1.1494252873563382,within_tolerance,True,8.7,8.8,1.1494252873563382,within_tolerance,,,,,,
financebench_id_02987,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2019 fixed asset turnover ratio for Activision Blizzard? Fixed asset turnover ratio is...,24.26,17.54,False,1.0,,,,False,24.26,17.54,27.699917559769176,out_of_tolerance,False,24.26,17.54,27.699917559769176,out_of_tolerance,,,,,,
financebench_id_07966,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2017 - FY2019 3 year average of capex as a % of revenue for Activision Blizzard? Answe...,1.9%,2.5%,False,1.0,,,,False,1.9,2.5,31.578947368421055,out_of_tolerance,False,1.9,2.5,31.578947368421055,out_of_tolerance,,,,,,
financebench_id_04735,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,You are an investment banker and your only resource(s) to answer the following question is (are): th...,0.66,1.25,False,1.0,,,,False,0.66,1.25,89.39393939393938,out_of_tolerance,False,0.66,1.25,89.39393939393938,out_of_tolerance,,,,,,
financebench_id_07507,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Adobe's year-over-year change in unadjusted operating income from FY2015 to FY2016 (in units...,65.4%,39.4%,False,1.0,,,,False,65.4,39.4,39.755351681957194,out_of_tolerance,False,65.4,39.4,39.755351681957194,out_of_tolerance,,,,,,
financebench_id_03856,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2017 operating cash flow ratio for Adobe? Operating cash flow ratio is defined as: cas...,0.83,1.11,False,1.0,,,,False,0.83,1.11,33.734939759036166,out_of_tolerance,False,0.83,1.11,33.734939759036166,out_of_tolerance,,,,,,
financebench_id_10420,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,Based on the information provided primarily in the statement of financial position and the statement...,-0.02,4.76%,False,1.0,,,,False,-0.02,4.76,23899.999999999996,out_of_tolerance,False,-0.02,4.76,23899.999999999996,out_of_tolerance,,,,,,
financebench_id_06655,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts p...,93.86,59.88 days,False,1.0,,,,False,93.86,59.88,36.202855316428725,out_of_tolerance,False,93.86,59.88,36.202855316428725,out_of_tolerance,,,,,,
financebench_id_08135,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Amazon's year-over-year change in revenue from FY2016 to FY2017 (in units of percents and ro...,30.8%,30.8%,False,1.0,,,,True,30.8,30.8,0.0,exact_match,True,30.8,30.8,0.0,exact_match,,,,,,
financebench_id_08286,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY...",$11588.00,"$11,588 million",False,1.0,,,,True,11588.0,11588.0,0.0,exact_match,True,11588.0,11588.0,0.0,exact_match,,,,,,
financebench_id_03882,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the persp...,$1616.00,"$1,100 million",False,1.0,,,,False,1616.0,1100.0,31.93069306930693,out_of_tolerance,False,1616.0,1100.0,31.93069306930693,out_of_tolerance,,,,,,
financebench_id_03069,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,Answer the following question as if you are an equity research analyst and have lost internet connec...,4.2%,7.5%,False,1.0,,,,False,4.2,7.5,78.57142857142856,out_of_tolerance,False,4.2,7.5,78.57142857142856,out_of_tolerance,,,,,,
financebench_id_05718,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or...,$0.40,$442 million,False,1.0,,,,False,0.4,442.0,110400.0,out_of_tolerance,False,0.4,442.0,110400.0,out_of_tolerance,,,,,,
financebench_id_04254,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Basing your judgments off of the cash flow statement and the income statement, what is American Wate...",$1832.00,"$1,726 million",False,1.0,,,,False,1832.0,1726.0,5.786026200873363,out_of_tolerance,False,1832.0,1726.0,5.786026200873363,out_of_tolerance,,,,,,
financebench_id_02608,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 ye...",2.8%,2.9%,False,1.0,,,,True,2.8,2.9,3.5714285714285747,within_tolerance,True,2.8,2.9,3.5714285714285747,within_tolerance,,,,,,
financebench_id_04417,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base y...,$5409.00,"$5,186 million",False,1.0,,,,True,5409.0,5186.0,4.122758365686819,within_tolerance,True,5409.0,5186.0,4.122758365686819,within_tolerance,,,,,,
financebench_id_04660,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working...",1.73,1.11,False,1.0,,,,False,1.73,1.11,35.838150289017335,out_of_tolerance,False,1.73,1.11,35.838150289017335,out_of_tolerance,,,,,,
financebench_id_03838,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer i...,101.5%,110.2%,False,1.0,,,,False,101.5,110.2,8.571428571428575,out_of_tolerance,False,101.5,110.2,8.571428571428575,out_of_tolerance,,,,,,
financebench_id_07661,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Using the cash flow statement, answer the following question to the best of your abilities: how much...",$382.00,$382 million,False,1.0,,,,True,382.0,382.0,0.0,exact_match,True,382.0,382.0,0.0,exact_match,,,,,,
financebench_id_10285,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We need to calculate a financial metric by using information only provided within the balance sheet....,$12645.00,"$12,824 million",False,1.0,,,,True,12645.0,12824.0,1.4155792803479637,within_tolerance,True,12645.0,12824.0,1.4155792803479637,within_tolerance,,,,,,
financebench_id_03473,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2017 return on assets (ROA) for Coca Cola? ROA is defined as: FY2017 net income / (ave...,0.01,1.43%,False,1.0,,,,False,0.01,1.43,42.99999999999999,out_of_tolerance,False,0.01,1.43,14200.0,out_of_tolerance,,,,,,
financebench_id_09724,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Coca Cola's FY2021 COGS % margin? Calculate what was asked by utilizing the line items clear...,39.7%,39.73%,False,1.0,,,,True,39.7,39.73,0.07556675062970789,within_tolerance,True,39.7,39.73,0.07556675062970789,within_tolerance,,,,,,
financebench_id_06272,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Coca Cola's FY2022 dividend payout ratio (using total cash dividends paid and net income att...,0.8,80.00%,False,1.0,,,,True,0.8,80.0,0.0,exact_match,False,0.8,80.0,9900.0,out_of_tolerance,,,,,,
financebench_id_10130,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Based on the information provided primarily in the balance sheet and the statement of income, what i...",63.86,78.82 days,False,1.0,,,,False,63.86,78.82,23.426244910742238,out_of_tolerance,False,63.86,78.82,23.426244910742238,out_of_tolerance,,,,,,
financebench_id_02981,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Taking into account the information outlined in the income statement, what is the FY2019 - FY2021 3 ...",10.3%,13.0%,False,1.0,,,,False,10.3,13.0,26.213592233009702,out_of_tolerance,False,10.3,13.0,26.213592233009702,out_of_tolerance,,,,,,
financebench_id_04209,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Using only the information within the balance sheet, how much total assets did Costco have at the en...",$59268.00,"$59,268 million",False,1.0,,,,True,59268.0,59268.0,0.0,exact_match,True,59268.0,59268.0,0.0,exact_match,,,,,,
financebench_id_05915,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2018 fixed asset turnover ratio for CVS Health? Fixed asset turnover ratio is defined ...,17.98,19.99,False,1.0,,,,False,17.98,19.99,11.17908787541712,out_of_tolerance,False,17.98,19.99,11.17908787541712,out_of_tolerance,,,,,,
financebench_id_04103,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO...,-3.7,The exact CCC value cannot be determined without s...,True,1.0,,,,False,-3.7,,,refusal,False,-3.7,,,refusal,,,,,,
financebench_id_03471,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"By drawing conclusions from the information stated only in the statement of financial position, what...",0.68,N/A (requires specific balance sheet data),True,1.0,,,,False,0.68,,,refusal,False,0.68,,,refusal,,,,,,
financebench_id_04854,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"According to the information provided in the statement of cash flows, what is the FY2020 free cash f...",$3215.00,"$2,700 million",False,1.0,,,,False,3215.0,2700.0,16.018662519440124,out_of_tolerance,False,3215.0,2700.0,16.018662519440124,out_of_tolerance,,,,,,
financebench_id_10136,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We want to calculate a financial metric. Please help us compute it by basing your answers off of the...,0.54,55.56%,False,1.0,,,,True,0.54,55.56,2.8888888888888933,within_tolerance,False,0.54,55.56,10188.888888888889,out_of_tolerance,,,,,,
financebench_id_10499,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY20...,6.25,7.27,False,1.0,,,,False,6.25,7.27,16.319999999999993,out_of_tolerance,False,6.25,7.27,16.319999999999993,out_of_tolerance,,,,,,
financebench_id_04412,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We need to calculate a reasonable approximation (or exact number if possible) of a financial metric....,1.33,1.33,False,1.0,,,,True,1.33,1.33,0.0,exact_match,True,1.33,1.33,0.0,exact_match,,,,,,
financebench_id_03031,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current as...,$5818.00,"$4,013 million",False,1.0,,,,False,5818.0,4013.0,31.024407012719145,out_of_tolerance,False,5818.0,4013.0,31.024407012719145,out_of_tolerance,,,,,,
financebench_id_03718,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and ...,0.4%,0.5%,False,1.0,,,,False,0.4,0.5,24.999999999999993,out_of_tolerance,False,0.4,0.5,24.999999999999993,out_of_tolerance,,,,,,
financebench_id_04171,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payab...",$303.00,"$1,048 million",False,1.0,,,,False,303.0,1048.0,245.87458745874588,out_of_tolerance,False,303.0,1048.0,245.87458745874588,out_of_tolerance,,,,,,
financebench_id_03849,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in uni...,7.9%,14.5%,False,1.0,,,,False,7.9,14.5,83.54430379746834,out_of_tolerance,False,7.9,14.5,83.54430379746834,out_of_tolerance,,,,,,
financebench_id_04700,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to th...,$32780.00,"$33,038 million",False,1.0,,,,True,32780.0,33038.0,0.7870652837095791,within_tolerance,True,32780.0,33038.0,0.7870652837095791,within_tolerance,,,,,,
financebench_id_04458,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We want to calculate a financial metric. Please help us compute it by basing your answers off of the...,5.4%,8.58%,False,1.0,,,,False,5.4,8.58,58.88888888888888,out_of_tolerance,False,5.4,8.58,58.88888888888888,out_of_tolerance,,,,,,
financebench_id_03282,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments o...,$5466.00,"$3,486 million",False,1.0,,,,False,5466.0,3486.0,36.223929747530185,out_of_tolerance,False,5466.0,3486.0,36.223929747530185,out_of_tolerance,,,,,,
financebench_id_04302,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,We need to calculate a reasonable approximation (or exact number if possible) of a financial metric....,55.1%,55.9%,False,1.0,,,,True,55.1,55.9,1.451905626134296,within_tolerance,True,55.1,55.9,1.451905626134296,within_tolerance,,,,,,
financebench_id_03531,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"According to the details clearly outlined within the balance sheet, how much total current assets di...",$16525.00,"$15,465 million",False,1.0,,,,False,16525.0,15465.0,6.414523449319214,out_of_tolerance,False,16525.0,15465.0,6.414523449319214,out_of_tolerance,,,,,,
financebench_id_04080,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"When primarily referencing the income statement and the statement of financial position, what is the...",3.46,3.68,False,1.0,,,,False,3.46,3.68,6.358381502890179,out_of_tolerance,False,3.46,3.68,6.358381502890179,out_of_tolerance,,,,,,
financebench_id_04980,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question...,$4.60,$4.5 billion,False,1.0,,,,True,4.6,4.5,2.173913043478253,within_tolerance,True,4.6,4.5,2.173913043478253,within_tolerance,,,,,,
financebench_id_03620,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted ...,$9068.00,"$9,000 million",False,1.0,,,,True,9068.0,9000.0,0.7498897220996913,within_tolerance,True,9068.0,9000.0,0.7498897220996913,within_tolerance,,,,,,
financebench_id_04481,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjus...,16.5%,16.28%,False,1.0,,,,True,16.5,16.28,1.3333333333333264,within_tolerance,True,16.5,16.28,1.3333333333333264,within_tolerance,,,,,,
financebench_id_06247,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average account...,42.69,46.08 days,False,1.0,,,,False,42.69,46.08,7.940969782150388,out_of_tolerance,False,42.69,46.08,7.940969782150388,out_of_tolerance,,,,,,
financebench_id_04784,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 ...",0.2%,0.1%,False,1.0,,,,False,0.2,0.1,50.0,out_of_tolerance,False,0.2,0.1,50.0,out_of_tolerance,,,,,,
financebench_id_06741,closed_book,metrics-generated,openai,gpt-4o,0.0,metrics_closed_basic,What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted...,6.2%,6.2%,False,1.0,,,,True,6.2,6.2,0.0,exact_match,True,6.2,6.2,0.0,exact_match,,,,,,
financebench_id_01865,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,"If we exclude the impact of M&A, which segment has dragged down 3M's overall growth in 2022?",The consumer segment shrunk by 0.9% organically.,The Consumer segment.,False,1.0,1.0,1.0,3.0,,,,,,,,,,,0.5454545454545454,1.0,0.375,8.0,3.0,3.0
financebench_id_01858,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Does 3M maintain a stable trend of dividend distribution?,"Yes, not only they distribute the dividends on a r...","Yes, 3M maintains a stable trend of dividend distr...",False,1.0,3.0,4.0,2.0,,,,,,,,,,,0.1818181818181818,0.19047619047619047,0.17391304347826086,24.0,23.0,4.0
financebench_id_00591,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Does Adobe have an improving Free cashflow conversion as of FY2022?,"Yes, the FCF conversion (using net income as the d...","No, Adobe does not have an improving Free Cash Flo...",False,1.0,0.0,2.0,6.0,,,,,,,,,,,0.16666666666666663,0.21428571428571427,0.13636363636363635,24.0,14.0,3.0
financebench_id_01935,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,What was the key agenda of the AMCOR's 8k filing dated 1st July 2022?,"Amcor Finance (USA), Inc. and Amcor Flexibles Nort...","The key agenda of AMCOR's 8-K filing dated July 1,...",False,1.0,0.0,0.0,11.0,,,,,,,,,,,0.15625,0.18518518518518517,0.13513513513513514,54.0,29.0,5.0
financebench_id_01936,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,87% of the total restructuring liability is relate...,AMCOR's restructuring liability as of Q2 FY2023 re...,False,1.0,1.0,4.0,2.0,,,,,,,,,,,0.19354838709677416,0.14285714285714285,0.3,10.0,21.0,3.0
financebench_id_01928,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,"AMCOR's Adj. EBITDA was $2,018mn in FY 2023",AMCOR's Adjusted Non-GAAP EBITDA for FY 2023 is no...,False,1.0,0.0,0.0,3.0,,,,,,,,,,,0.28571428571428575,0.2,0.5,10.0,31.0,5.0
financebench_id_01930,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of F...",The Real Growth was flat in FY 2023 vs FY 2022.,$0 billion,False,1.0,0.0,0.0,2.0,,,,,,,,,,,0.0,0.0,0.0,11.0,2.0,0.0
financebench_id_00563,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally incre...",Data Center,Data Center segment.,False,1.0,4.0,1.0,0.0,,,,,,,,,,,0.8,0.6666666666666666,1.0,2.0,3.0,2.0
financebench_id_00757,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Did AMD report customer concentration in FY22?,"Yes, one customer accounted for 16% of consolidate...","Yes, AMD reported customer concentration in FY22.",False,1.0,2.0,2.0,2.0,,,,,,,,,,,0.23529411764705882,0.2857142857142857,0.2,10.0,7.0,2.0
financebench_id_01964,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,What was the largest liability in American Express's Balance Sheet in 2022?,Customer deposits,Long-term debt.,False,1.0,0.0,1.0,1.0,,,,,,,,,,,0.0,0.0,0.0,2.0,3.0,0.0
financebench_id_01981,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Was American Express able to retain card members during 2022?,Yes,"Yes, American Express was able to retain card memb...",False,1.0,4.0,4.0,0.0,,,,,,,,,,,0.16666666666666669,0.09090909090909091,1.0,1.0,11.0,1.0
financebench_id_00288,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,"Yes, there was a decline of ~42% between FY2023 an...","Yes, there was a drop in Cash & Cash equivalents b...",False,1.0,2.0,3.0,2.0,,,,,,,,,,,0.7142857142857142,0.6666666666666666,0.7692307692307693,14.0,17.0,10.0
financebench_id_00460,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,"Yes, there is decline in number stores by 1.32% fr...","Yes, there was a decrease in the number of Best Bu...",False,1.0,2.0,3.0,2.0,,,,,,,,,,,0.4736842105263158,0.5294117647058824,0.42857142857142855,25.0,18.0,9.0
financebench_id_01902,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during...,The entertainment segment experienced the highest ...,Consumer Electronics,False,1.0,0.0,0.0,5.0,,,,,,,,,,,0.0,0.0,0.0,16.0,2.0,0.0
financebench_id_00464,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Is Boeing's business subject to cyclicality?,"Yes, Boeing's business is subject to cyclicality d...","Yes, Boeing's business is subject to cyclicality.",False,1.0,3.0,3.0,2.0,,,,,,,,,,,0.6399999999999999,1.0,0.47058823529411764,21.0,8.0,8.0
financebench_id_00494,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,What production rate changes is Boeing forecasting for FY2023?,Boeing forecasts an increase in the production rat...,Boeing is forecasting to increase 737 MAX producti...,False,1.0,3.0,4.0,2.0,,,,,,,,,,,0.4117647058823529,0.3684210526315789,0.4666666666666667,17.0,24.0,7.0
financebench_id_00585,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,How does Boeing's effective tax rate in FY2022 compare to FY2021?,"Effective tax rate in FY2022 was 0.62%, compared t...",Boeing's effective tax rate in FY2022 is higher th...,False,1.0,2.0,2.0,2.0,,,,,,,,,,,0.4999999999999999,0.5454545454545454,0.46153846153846156,14.0,12.0,6.0
financebench_id_00839,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,Yes. She was previous CEO of Ulta Beauty which mea...,"No, Foot Locker's new CEO does not have previous C...",False,1.0,0.0,2.0,5.0,,,,,,,,,,,0.3829787234042554,0.5625,0.2903225806451613,40.0,19.0,9.0
financebench_id_00822,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Were there any board member nominees who had substantially more votes against joining than the other...,"Yes, his name is Richard A. Johnson","Yes, there were board member nominees who had subs...",False,1.0,2.0,3.0,1.0,,,,,,,,,,,0.08695652173913043,0.0625,0.14285714285714285,7.0,17.0,1.0
financebench_id_00651,closed_book,novel-generated,openai,gpt-4o-mini,0.0,novel_closed_basic,Is growth in JnJ's adjusted EPS expected to accelerate in FY2023?,"No, rate of growth in adjusted EPS is expected to ...","Yes, growth in JnJ's adjusted EPS is expected to a...",False,1.0,0.0,3.0,4.0,,,,,,,,,,,0.5333333333333333,0.6666666666666666,0.4444444444444444,22.0,13.0,8.0
